,City,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,visibility,moonphase,conditions,Year,Month,Date_split,sunrise h,sunrise m,sunrise s,sunset h,sunset m,sunset s
9558,11.0,40.2,27.3,34.0,45.6,28.6,37.3,20.4,46.02,16.6,101.3,1002.5,8.1,3.8,0.1,11.0,2019,6,7,5,22,53,19,17,7
9559,12.0,38.3,28.1,33.5,44.5,32.1,38.9,23.3,56.96,18.4,82.2,1003.0,43.6,4.1,0.1,12.0,2019,6,7,4,57,54,18,38,42
9560,13.0,36.1,26.1,30.2,39.1,26.1,31.5,19.0,52.91,7.6,276.3,1005.0,46.3,7.0,0.1,13.0,2019,6,7,5,57,20,19,9,31
9561,14.0,34.1,29.7,31.3,45.5,38.0,41.1,27.0,78.3,11.2,230.0,1005.6,58.7,4.0,0.1,14.0,2019,6,7,5,56,11,19,18,48
9562,2.0,44.0,32.0,39.0,45.1,32.9,40.2,16.8,29.31,24.1,169.2,999.1,28.1,5.6,0.15,2.0,2019,6,8,5,33,43,19,5,7
9563,3.0,41.0,27.1,32.9,47.2,31.1,40.3,25.1,66.24,24.1,232.7,1008.2,33.4,6.7,0.15,3.0,2019,6,8,5,41,42,18,34,3
9564,4.0,34.9,22.0,28.5,42.7,22.0,31.8,23.0,74.25,33.5,186.6,1004.5,64.4,4.9,0.15,4.0,2019,6,8,5,41,0,18,49,16
9565,4.0,34.9,22.0,28.5,42.7,22.0,31.8,23.0,74.25,33.5,186.6,1004.5,64.4,4.9,0.15,4.0,2019,6,8,5,41,0,18,49,16
9566,5.0,43.0,31.0,38.1,42.7,31.8,38.1,14.5,27.01,22.1,276.4,999.6,17.0,4.5,0.15,5.0,2019,6,8,5,41,0,19,10,9
9567,6.0,44.0,32.0,38.5,44.0,34.0,38.7,11.7,25.19,16.6,128.6,1000.3,10.6,3.5,0.15,6.0,2019,6,8,5,32,18,19,19,21
9568,7.0,42.0,28.9,34.4,43.4,32.0,37.7,20.7,48.03,11.2,149.6,1002.4,2.0,3.4,0.15,7.0,2019,6,8,5,15,17,19,0,10
9569,8.0,35.0,26.0,30.1,45.3,26.0,37.4,26.3,80.9,14.8,93.2,1002.8,51.1,4.1,0.15,8.0,2019,6,8,4,51,16,18,19,49
9570,9.0,40.3,28.9,34.3,43.4,32.0,37.8,20.9,48.56,11.2,147.3,1001.8,1.9,3.3,0.15,9.0,2019,6,8,5,12,0,18,58,43
9571,10.0,35.0,30.0,32.1,46.1,37.5,41.1,26.3,72.04,25.9,281.7,1005.4,41.0,3.6,0.15,10.0,2019,6,8,6,0,36,19,14,46
9572,11.0,43.0,29.6,36.9,48.5,33.7,39.9,19.1,39.14,14.5,194.0,1000.6,3.8,3.3,0.15,11.0,2019,6,8,5,22,49,19,17,33
9573,12.0,39.4,29.3,34.4,44.6,33.3,39.9,23.1,53.24,20.5,86.5,1000.9,28.8,4.6,0.15,12.0,2019,6,8,4,57,52,18,39,7
9574,13.0,38.8,26.7,32.1,40.8,26.7,34.9,21.3,56.22,7.6,222.5,1003.8,63.7,7.0,0.15,13.0,2019,6,8,5,57,22,19,9,51
9575,14.0,34.7,29.7,31.5,45.6,38.0,40.4,26.5,75.48,18.4,232.5,1005.1,26.2,4.0,0.15,14.0,2019,6,8,5,56,12,19,19,10
9576,2.0,45.0,31.0,38.3,45.0,30.1,38.4,14.5,25.74,31.7,206.6,997.8,23.9,5.4,0.21,2.0,2019,6,9,5,33,43,19,5,29
9577,3.0,41.0,28.5,33.2,50.0,34.4,41.1,25.3,65.69,25.9,223.5,1008.1,34.1,6.7,0.21,3.0,2019,6,9,5,41,47,18,34,21
9578,4.0,38.9,27.0,32.3,45.7,30.6,37.6,23.6,62.4,18.2,251.5,1001.8,49.9,5.5,0.21,4.0,2019,6,9,5,41,4,18,49,35
9579,4.0,38.9,27.0,32.3,45.7,30.6,37.6,23.6,62.4,18.2,251.5,1001.8,49.9,5.5,0.21,4.0,2019,6,9,5,41,4,18,49,35
9580,5.0,43.0,29.9,38.5,43.2,29.7,38.7,15.0,26.33,22.3,280.6,998.1,29.4,4.7,0.21,5.0,2019,6,9,5,41,0,19,10,31
9581,6.0,45.2,31.9,39.5,45.2,30.4,38.0,6.1,14.38,14.8,172.6,998.0,20.5,3.3,0.21,6.0,2019,6,9,5,32,16,19,19,45
9582,7.0,43.5,29.0,35.6,44.5,32.0,39.1,20.6,44.39,11.2,150.0,1000.3,0.0,3.5,0.21,7.0,2019,6,9,5,15,15,19,0,34
9583,8.0,36.0,28.0,31.8,48.5,33.6,42.0,27.3,78.53,18.4,191.1,1001.1,52.5,3.8,0.21,8.0,2019,6,9,4,51,17,18,20,11
9584,9.0,42.0,29.1,35.5,45.3,32.1,39.4,21.0,45.74,11.2,150.5,999.0,0.0,3.5,0.21,9.0,2019,6,9,5,11,58,18,59,8
9585,10.0,35.2,30.2,32.1,46.3,34.7,41.4,26.4,72.27,25.3,242.0,1004.5,42.1,3.8,0.21,10.0,2019,6,9,6,0,39,19,15,6
9586,11.0,45.0,28.8,37.2,45.0,30.3,38.2,16.6,31.9,18.1,98.6,997.9,3.2,3.2,0.21,11.0,2019,6,9,5,22,46,19,17,58
9587,12.0,42.0,30.2,35.6,45.9,34.9,40.6,22.1,48.66,22.3,91.6,998.6,25.5,4.6,0.21,12.0,2019,6,9,4,57,50,18,39,30
9588,13.0,36.8,23.7,29.6,40.1,23.7,32.0,21.7,65.45,9.4,242.5,1003.7,63.8,6.2,0.21,13.0,2019,6,9,5,57,25,19,10,11
9589,14.0,33.7,29.7,31.2,44.5,37.9,40.4,26.7,77.58,14.8,230.0,1003.8,35.0,4.0,0.21,14.0,2019,6,9,5,56,13,19,19,31
9590,2.0,43.0,31.0,37.0,46.9,30.6,38.0,16.5,30.43,34.7,199.1,996.8,22.5,5.6,0.27,2.0,2019,6,10,5,33,44,19,5,51
9591,3.0,40.0,25.7,33.1,45.8,25.7,38.3,23.2,58.42,26.2,227.1,1006.4,51.5,6.8,0.27,3.0,2019,6,10,5,41,53,18,34,38
9592,4.0,38.9,26.0,32.6,46.2,26.0,36.7,22.2,55.63,18.8,232.9,1001.1,42.5,5.7,0.27,4.0,2019,6,10,5,41,8,18,49,54
9593,4.0,38.9,26.0,32.6,46.2,26.0,36.7,22.2,55.63,18.8,232.9,1001.1,42.5,5.7,0.27,4.0,2019,6,10,5,41,8,18,49,54
9594,5.0,41.2,29.0,34.4,42.5,28.9,35.2,16.8,36.36,25.9,255.5,997.8,17.3,4.9,0.27,5.0,2019,6,10,5,41,2,19,10,52
9595,6.0,46.0,35.0,40.2,46.0,32.8,38.8,6.9,14.17,18.4,274.5,995.8,33.3,3.3,0.27,6.0,2019,6,10,5,32,15,19,20,9
9596,7.0,44.6,29.0,36.0,45.5,32.0,39.5,20.7,43.76,14.8,148.2,998.6,0.0,3.6,0.27,7.0,2019,6,10,5,15,15,19,0,57
9597,8.0,37.0,28.0,32.2,53.9,34.5,43.9,27.9,79.37,22.3,178.0,999.9,47.4,3.7,0.27,8.0,2019,6,10,4,51,18,18,20,32
9598,9.0,42.2,29.0,35.8,45.9,32.0,39.5,20.9,44.55,14.8,164.6,996.8,0.0,3.5,0.27,9.0,2019,6,10,5,11,57,18,59,31
9599,10.0,34.7,25.0,30.8,46.5,25.0,38.6,25.8,75.41,22.3,217.5,1002.9,50.3,3.5,0.27,10.0,2019,6,10,6,0,42,19,15,26
9600,11.0,47.0,29.3,39.0,47.0,31.3,39.3,14.0,26.09,15.4,177.1,995.1,0.3,3.5,0.27,11.0,2019,6,10,5,22,44,19,18,23
9601,12.0,40.0,29.0,33.9,48.7,31.3,40.5,23.8,56.88,22.3,84.0,996.0,20.5,3.9,0.27,12.0,2019,6,10,4,57,50,18,39,53
9602,13.0,35.1,24.2,28.0,38.6,24.2,29.8,21.7,70.28,5.4,260.0,1002.5,72.5,7.0,0.27,13.0,2019,6,10,5,57,28,19,10,31
9603,14.0,34.2,29.1,31.2,42.0,35.9,39.0,25.8,73.58,7.6,230.0,1002.7,41.3,4.0,0.27,14.0,2019,6,10,5,56,15,19,19,52
9604,2.0,44.0,32.0,38.2,44.5,32.0,39.0,16.2,28.13,24.1,234.1,996.1,27.2,6.0,0.32,2.0,2019,6,11,5,33,46,19,6,12
9605,3.0,40.0,25.8,33.1,47.1,25.8,38.6,23.2,58.09,32.1,226.7,1006.8,47.3,6.7,0.32,3.0,2019,6,11,5,42,0,18,34,55
9606,4.0,38.9,28.0,33.1,44.4,30.1,37.1,21.9,52.95,18.2,221.7,1000.7,40.7,6.1,0.32,4.0,2019,6,11,5,41,13,18,50,13
9607,4.0,38.9,28.0,33.1,44.4,30.1,37.1,21.9,52.95,18.2,221.7,1000.7,40.7,6.1,0.32,4.0,2019,6,11,5,41,13,18,50,13
9608,5.0,42.1,29.8,36.0,43.9,29.5,36.9,16.7,33.26,20.5,222.6,996.9,44.7,4.5,0.32,5.0,2019,6,11,5,41,4,19,11,13
9609,6.0,43.2,33.0,37.0,42.4,32.5,36.4,13.0,24.49,27.7,230.9,996.6,49.0,3.1,0.32,6.0,2019,6,11,5,32,16,19,20,32
9610,7.0,43.1,28.4,34.8,48.5,30.8,40.1,22.5,49.87,18.4,98.7,999.1,1.4,3.6,0.32,7.0,2019,6,11,5,15,16,19,1,20
9611,8.0,37.0,29.0,32.3,51.5,38.2,43.1,27.4,76.74,22.3,165.0,999.9,43.2,3.8,0.32,8.0,2019,6,11,4,51,21,18,20,53
9612,9.0,40.1,28.4,34.7,48.5,30.8,40.2,22.7,50.89,18.4,99.1,997.2,1.3,3.5,0.32,9.0,2019,6,11,5,11,58,18,59,54
9613,10.0,35.0,26.0,30.2,44.9,26.0,36.5,25.5,77.18,21.7,153.8,1000.7,54.0,3.3,0.32,10.0,2019,6,11,6,0,47,19,15,45
9614,11.0,45.0,33.5,38.7,45.0,33.3,38.8,14.7,25.35,24.6,210.3,995.1,37.0,2.6,0.32,11.0,2019,6,11,5,22,44,19,18,47
9615,12.0,37.2,28.0,32.7,43.2,30.6,38.0,23.3,59.16,25.9,81.2,997.7,11.7,4.0,0.32,12.0,2019,6,11,4,57,52,18,40,16
9616,13.0,35.1,24.1,29.8,37.3,24.1,32.0,21.4,63.86,5.4,140.0,1000.1,68.8,6.2,0.32,13.0,2019,6,11,5,57,33,19,10,50
9617,14.0,34.1,29.9,31.8,44.6,36.4,40.9,26.4,73.28,11.2,255.0,1000.9,62.5,4.0,0.32,14.0,2019,6,11,5,56,19,19,20,12
9618,2.0,43.0,31.0,38.3,45.5,31.9,39.3,16.4,28.77,25.9,142.3,996.3,42.9,5.5,0.37,2.0,2019,6,12,5,33,50,19,6,33
9619,3.0,41.0,25.4,32.8,45.9,25.4,37.1,23.3,61.05,36.4,238.7,1006.9,35.9,7.3,0.37,3.0,2019,6,12,5,42,7,18,35,12
9620,4.0,37.9,28.7,32.5,45.4,30.2,36.4,21.7,53.5,27.0,237.0,1001.8,39.9,5.7,0.37,4.0,2019,6,12,5,41,19,18,50,31
9621,4.0,37.9,28.7,32.5,45.4,30.2,36.4,21.7,53.5,27.0,237.0,1001.8,39.9,5.7,0.37,4.0,2019,6,12,5,41,19,18,50,31
9622,5.0,41.1,30.8,35.4,43.0,31.5,36.7,17.7,36.45,18.4,181.3,996.4,43.3,4.6,0.37,5.0,2019,6,12,5,41,8,19,11,34
9623,6.0,42.2,28.0,34.1,42.1,30.1,34.8,17.0,39.48,37.1,184.8,998.0,45.9,2.2,0.37,6.0,2019,6,12,5,32,17,19,20,54
9624,7.0,35.0,30.3,32.0,38.7,33.0,36.1,22.2,56.9,24.1,80.7,1000.2,59.3,2.9,0.37,7.0,2019,6,12,5,15,18,19,1,42
9625,8.0,36.2,24.8,31.8,55.0,24.8,43.3,27.7,79.59,27.7,148.2,1000.2,51.3,3.8,0.37,8.0,2019,6,12,4,51,25,18,21,13
9626,9.0,35.1,30.3,32.1,38.1,33.0,36.1,22.1,56.53,24.1,73.9,999.4,61.4,2.7,0.37,9.0,2019,6,12,5,11,59,19,0,16
9627,10.0,33.0,26.0,28.9,39.6,26.0,33.3,24.5,78.17,77.0,146.5,1000.2,64.0,3.1,0.37,10.0,2019,6,12,6,0,52,19,16,4
9628,11.0,41.2,30.2,35.6,46.7,32.4,38.0,18.9,38.65,19.2,95.2,998.2,37.8,2.7,0.37,11.0,2019,6,12,5,22,45,19,19,9
9629,12.0,39.6,27.0,31.2,47.1,30.1,36.6,24.0,67.22,22.3,86.3,998.4,30.0,3.9,0.37,12.0,2019,6,12,4,57,54,18,40,37
9630,13.0,30.1,23.8,26.4,32.3,23.8,27.3,21.4,75.28,5.4,222.0,1001.2,78.6,7.0,0.37,13.0,2019,6,12,5,57,38,19,11,8
9631,14.0,36.1,29.2,31.6,44.3,34.0,38.7,25.2,69.89,29.5,208.0,999.8,60.0,4.0,0.37,14.0,2019,6,12,5,56,23,19,20,32
9632,2.0,39.1,30.1,34.3,43.7,32.7,37.2,20.3,44.83,29.5,196.0,999.2,45.6,5.6,0.42,2.0,2019,6,13,5,33,54,19,6,53
9633,3.0,39.0,26.8,32.3,44.6,29.0,37.2,23.2,60.12,45.2,238.0,1004.8,41.1,6.9,0.42,3.0,2019,6,13,5,42,16,18,35,28
9634,4.0,35.9,26.0,30.7,41.7,26.0,34.3,22.3,62.04,25.0,250.0,1003.2,48.2,5.8,0.42,4.0,2019,6,13,5,41,25,18,50,49
9635,4.0,35.9,26.0,30.7,41.7,26.0,34.3,22.3,62.04,25.0,250.0,1003.2,48.2,5.8,0.42,4.0,2019,6,13,5,41,25,18,50,49
9636,5.0,36.8,27.2,32.6,38.5,29.9,34.8,20.0,49.42,18.4,268.1,999.7,41.6,4.7,0.42,5.0,2019,6,13,5,41,13,19,11,53
9637,6.0,35.0,28.8,31.5,36.3,30.3,33.1,19.1,48.47,18.4,242.3,1000.6,69.0,2.8,0.42,6.0,2019,6,13,5,32,20,19,21,15
9638,7.0,35.5,29.9,32.7,39.6,33.3,36.7,22.0,53.63,10.3,218.9,1000.5,72.2,3.4,0.42,7.0,2019,6,13,5,15,21,19,2,3
9639,8.0,35.6,24.0,30.3,47.4,24.0,37.5,26.0,79.37,14.8,145.1,999.1,40.7,3.7,0.42,8.0,2019,6,13,4,51,29,18,21,33
9640,9.0,35.6,29.9,32.7,44.5,33.3,36.9,22.1,54.41,10.3,204.4,999.7,73.9,3.2,0.42,9.0,2019,6,13,5,12,2,19,0,37
9641,10.0,33.8,26.9,29.1,44.5,29.6,35.2,25.4,80.67,38.0,171.0,1001.6,64.4,3.0,0.42,10.0,2019,6,13,6,0,58,19,16,22
9642,11.0,41.3,30.0,35.9,47.1,31.3,39.0,19.9,40.44,16.6,212.9,998.5,39.8,3.4,0.42,11.0,2019,6,13,5,22,47,19,19,31
9643,12.0,40.0,26.0,33.2,43.3,26.0,36.3,21.6,54.48,11.2,134.5,998.3,38.5,4.3,0.42,12.0,2019,6,13,4,57,58,18,40,58
9644,13.0,29.8,22.7,26.1,32.2,22.7,27.3,21.9,78.69,14.8,248.0,1003.1,77.4,7.0,0.42,13.0,2019,6,13,5,57,45,19,11,27
9645,14.0,30.4,26.2,29.0,37.8,26.2,33.3,24.0,74.83,22.3,167.5,1001.5,86.2,3.5,0.42,14.0,2019,6,13,5,56,28,19,20,51
9646,2.0,37.0,28.1,31.1,41.0,30.2,34.7,22.1,60.27,38.7,173.1,1000.5,42.5,5.3,0.45,2.0,2019,6,14,5,34,0,19,7,12
9647,3.0,41.0,29.0,33.2,45.1,32.7,38.9,23.5,59.63,48.5,233.9,1001.5,35.5,6.8,0.45,3.0,2019,6,14,5,42,24,18,35,44
9648,4.0,35.9,25.0,31.0,40.5,25.0,33.6,21.3,57.95,27.2,254.3,1003.0,45.2,5.9,0.45,4.0,2019,6,14,5,41,33,18,51,6
9649,4.0,35.9,25.0,31.0,40.5,25.0,33.6,21.3,57.95,27.2,254.3,1003.0,45.2,5.9,0.45,4.0,2019,6,14,5,41,33,18,51,6
9650,5.0,37.0,27.8,32.2,39.8,29.1,34.1,19.2,46.82,18.1,209.3,999.6,38.0,5.0,0.45,5.0,2019,6,14,5,41,18,19,12,12
9651,6.0,40.0,29.0,34.3,42.2,30.8,35.9,18.4,40.75,18.4,241.5,999.1,53.8,3.1,0.45,6.0,2019,6,14,5,32,25,19,21,35
9652,7.0,42.6,30.0,35.9,45.5,31.9,37.8,18.3,37.88,18.4,258.9,997.2,25.6,3.3,0.45,7.0,2019,6,14,5,15,25,19,2,23
9653,8.0,39.0,27.9,33.0,55.5,32.2,45.0,27.8,75.7,14.8,179.9,997.9,42.4,3.5,0.45,8.0,2019,6,14,4,51,35,18,21,52
9654,9.0,42.0,30.0,35.8,45.7,31.9,37.8,18.3,37.96,18.4,260.7,997.7,26.9,3.3,0.45,9.0,2019,6,14,5,12,7,19,0,58
9655,10.0,33.5,26.0,29.2,44.0,26.0,35.5,26.1,83.83,30.4,177.9,1002.8,68.9,2.9,0.45,10.0,2019,6,14,6,1,5,19,16,40
9656,11.0,43.3,30.9,36.8,43.3,31.8,37.1,14.9,30.48,23.3,230.7,997.2,12.3,3.7,0.45,11.0,2019,6,14,5,22,51,19,19,52
9657,12.0,42.2,30.4,36.9,45.5,34.9,41.0,21.0,42.37,18.4,239.3,996.5,26.0,4.3,0.45,12.0,2019,6,14,4,58,2,18,41,18
9658,13.0,32.3,23.9,28.0,33.8,23.9,28.9,20.7,66.76,14.8,254.0,1003.5,50.0,7.0,0.45,13.0,2019,6,14,5,57,52,19,11,44
9659,14.0,32.2,28.1,30.0,40.2,32.5,36.2,25.0,74.92,22.3,181.3,1002.0,72.5,4.0,0.45,14.0,2019,6,14,5,56,35,19,21,10
9660,2.0,36.0,27.0,29.6,39.8,29.5,33.1,22.7,67.83,31.7,232.8,1001.3,49.6,5.4,0.48,2.0,2019,6,15,5,34,6,19,7,30
9661,3.0,41.0,30.1,33.9,45.1,33.7,40.2,23.7,57.5,24.3,217.8,1001.6,29.2,6.4,0.48,3.0,2019,6,15,5,42,34,18,36,0
9662,4.0,37.9,26.8,32.4,41.2,28.2,34.8,20.2,50.46,27.5,258.8,1002.9,35.9,5.8,0.48,4.0,2019,6,15,5,41,41,18,51,23
9663,4.0,37.9,26.8,32.4,41.2,28.2,34.8,20.2,50.46,27.5,258.8,1002.9,35.9,5.8,0.48,4.0,2019,6,15,5,41,41,18,51,23
9664,5.0,38.1,27.0,33.1,39.4,28.4,34.9,19.2,47.17,37.1,259.2,1000.7,43.1,4.8,0.48,5.0,2019,6,15,5,41,25,19,12,31
9665,6.0,39.0,28.0,33.6,41.0,30.7,35.9,19.7,44.69,27.7,242.7,999.6,58.2,3.1,0.48,6.0,2019,6,15,5,32,30,19,21,55
9666,7.0,44.2,27.6,36.8,44.2,28.3,36.3,12.4,26.81,25.9,256.9,996.5,22.1,3.3,0.48,7.0,2019,6,15,5,15,30,19,2,43
9667,8.0,33.0,28.0,30.4,46.2,32.7,39.9,27.2,83.18,27.7,175.7,998.5,70.6,3.7,0.48,8.0,2019,6,15,4,51,42,18,22,10
9668,9.0,44.2,27.5,36.7,44.2,28.3,36.0,12.5,26.95,25.9,258.2,996.5,22.6,3.3,0.48,9.0,2019,6,15,5,12,12,19,1,17
9669,10.0,33.3,27.0,29.3,43.6,30.6,36.6,26.5,85.3,31.9,179.4,1004.4,64.8,2.9,0.48,10.0,2019,6,15,6,1,13,19,16,57
9670,11.0,43.2,29.5,37.1,43.8,29.4,37.0,14.3,26.98,22.0,209.6,996.8,32.3,3.4,0.48,11.0,2019,6,15,5,22,55,19,20,13
9671,12.0,44.4,31.0,38.0,45.6,35.5,41.2,17.7,36.96,18.4,166.1,996.0,26.2,4.5,0.48,12.0,2019,6,15,4,58,8,18,41,37
9672,13.0,31.3,24.2,26.9,33.5,24.2,28.0,21.7,74.51,11.2,270.0,1005.1,72.4,7.0,0.48,13.0,2019,6,15,5,58,0,19,12,1
9673,14.0,32.7,28.2,30.3,43.6,32.6,37.8,25.8,77.22,22.3,211.3,1003.8,90.0,3.8,0.48,14.0,2019,6,15,5,56,42,19,21,28
9674,2.0,36.0,26.0,31.0,39.0,26.0,33.9,21.8,59.81,35.3,261.4,1002.0,41.0,5.6,0.5,2.0,2019,6,16,5,34,14,19,7,48
9675,3.0,41.0,29.5,34.2,48.1,34.9,40.8,23.8,57.42,25.9,213.8,1000.8,40.4,6.8,0.5,3.0,2019,6,16,5,42,44,18,36,15
9676,4.0,37.0,27.0,32.4,40.6,28.8,34.9,20.3,50.64,29.5,264.7,1003.5,40.0,6.1,0.5,4.0,2019,6,16,5,41,50,18,51,40
9677,4.0,37.0,27.0,32.4,40.6,28.8,34.9,20.3,50.64,29.5,264.7,1003.5,40.0,6.1,0.5,4.0,2019,6,16,5,41,50,18,51,40
9678,5.0,36.2,26.0,30.6,38.4,26.0,32.7,20.9,58.7,27.7,267.1,1002.4,43.6,4.5,0.5,5.0,2019,6,16,5,41,33,19,12,48
9679,6.0,34.2,26.0,30.4,38.7,26.0,33.7,22.3,63.0,22.3,244.8,1001.2,51.8,2.6,0.5,6.0,2019,6,16,5,32,36,19,22,13
9680,7.0,41.1,30.0,34.9,43.3,31.3,36.5,18.2,39.01,27.7,263.2,998.8,54.0,3.2,0.5,7.0,2019,6,16,5,15,37,19,3,1
9681,8.0,39.0,28.0,32.2,52.2,33.6,42.1,26.9,75.15,27.7,188.9,998.4,24.5,4.1,0.5,8.0,2019,6,16,4,51,49,18,22,28
9682,9.0,41.2,30.0,34.9,43.4,31.3,36.4,18.2,38.97,27.7,273.2,998.1,54.2,3.0,0.5,9.0,2019,6,16,5,12,18,19,1,36
9683,10.0,33.0,28.6,30.3,43.3,34.6,38.5,26.4,79.62,30.1,195.3,1006.1,54.4,3.2,0.5,10.0,2019,6,16,6,1,21,19,17,14
9684,11.0,36.0,28.0,31.5,39.2,29.8,34.1,20.5,53.37,32.5,262.4,999.4,59.0,3.0,0.5,11.0,2019,6,16,5,23,1,19,20,32
9685,12.0,43.4,30.0,37.0,45.4,37.0,41.7,21.0,44.56,20.5,226.2,995.4,22.3,4.2,0.5,12.0,2019,6,16,4,58,15,18,41,55
9686,13.0,33.6,24.9,28.2,35.8,24.9,29.5,20.7,65.25,14.8,261.4,1005.9,55.0,7.0,0.5,13.0,2019,6,16,5,58,8,19,12,18
9687,14.0,32.1,28.9,30.4,41.3,36.1,38.7,26.5,79.91,22.3,213.8,1005.4,68.7,4.0,0.5,14.0,2019,6,16,5,56,50,19,21,45
9688,2.0,37.2,27.0,33.0,39.3,29.2,35.3,19.9,48.03,29.5,271.8,1001.8,44.4,5.4,0.5,2.0,2019,6,17,5,34,22,19,8,5
9689,3.0,41.0,29.5,34.0,44.2,35.6,39.9,23.3,55.96,22.3,209.5,1001.6,48.0,6.6,0.5,3.0,2019,6,17,5,42,54,18,36,31
9690,4.0,36.9,27.0,32.2,40.6,28.8,34.5,19.9,49.31,29.5,270.9,1004.2,57.4,6.2,0.5,4.0,2019,6,17,5,41,59,18,51,55
9691,4.0,36.9,27.0,32.2,40.6,28.8,34.5,19.9,49.31,29.5,270.9,1004.2,57.4,6.2,0.5,4.0,2019,6,17,5,41,59,18,51,55
9692,5.0,37.0,25.0,30.3,39.4,25.0,32.3,21.0,60.92,29.5,222.5,1002.9,43.2,4.7,0.5,5.0,2019,6,17,5,41,41,19,13,5
9693,6.0,37.0,28.0,30.9,41.0,31.3,34.6,22.4,62.66,24.2,172.4,1000.8,36.8,2.7,0.5,6.0,2019,6,17,5,32,44,19,22,31
9694,7.0,40.1,27.0,32.7,43.7,30.6,36.4,22.1,58.26,25.9,266.8,999.9,40.4,3.5,0.5,7.0,2019,6,17,5,15,45,19,3,19
9695,8.0,37.0,28.0,32.2,49.5,33.6,43.0,27.4,76.81,18.4,194.0,998.7,47.0,3.9,0.5,8.0,2019,6,17,4,51,58,18,22,45
9696,9.0,40.2,27.0,32.6,43.7,30.6,36.3,22.1,58.21,25.9,265.6,999.1,43.5,3.5,0.5,9.0,2019,6,17,5,12,26,19,1,54
9697,10.0,33.1,28.0,30.5,43.8,33.6,38.7,26.3,78.74,29.5,203.0,1006.7,56.5,2.9,0.5,10.0,2019,6,17,6,1,30,19,17,30
9698,11.0,32.7,26.2,30.4,35.7,26.2,32.1,19.5,52.5,26.1,226.2,999.1,67.4,3.5,0.5,11.0,2019,6,17,5,23,8,19,20,50
9699,12.0,41.0,29.8,36.4,42.2,34.2,38.4,18.6,36.35,22.3,248.3,997.1,34.0,4.7,0.5,12.0,2019,6,17,4,58,22,18,42,13
9700,13.0,31.8,24.6,27.7,33.4,24.6,28.6,20.2,64.26,22.3,267.1,1006.6,62.4,7.0,0.5,13.0,2019,6,17,5,58,18,19,12,34
9701,14.0,32.9,28.9,30.6,42.1,36.1,38.7,26.4,78.61,29.5,226.3,1005.7,68.7,3.8,0.5,14.0,2019,6,17,5,56,59,19,22,1
9702,2.0,37.0,27.0,32.2,38.7,28.8,33.8,19.2,47.87,29.0,254.4,1000.5,26.5,5.5,0.51,2.0,2019,6,18,5,34,32,19,8,21
9703,3.0,42.0,29.0,33.8,45.5,36.4,40.8,24.3,60.31,27.7,193.3,1001.7,48.7,6.8,0.51,3.0,2019,6,18,5,43,5,18,36,45
9704,4.0,37.0,27.0,32.6,41.3,28.5,34.5,19.3,46.71,29.5,263.8,1002.8,50.0,6.2,0.51,4.0,2019,6,18,5,42,10,18,52,11
9705,4.0,37.0,27.0,32.6,41.3,28.5,34.5,19.3,46.71,29.5,263.8,1002.8,50.0,6.2,0.51,4.0,2019,6,18,5,42,10,18,52,11
9706,5.0,35.8,24.0,29.9,37.2,24.0,31.0,19.6,56.73,25.9,243.3,1000.7,36.5,4.6,0.51,5.0,2019,6,18,5,41,51,19,13,21
9707,6.0,30.0,23.0,27.0,34.2,23.0,28.9,22.5,76.9,22.3,49.1,1001.6,58.3,2.9,0.51,6.0,2019,6,18,5,32,52,19,22,48
9708,7.0,38.0,26.7,31.8,38.8,28.3,33.2,18.8,48.76,22.3,279.7,1000.7,57.9,3.5,0.51,7.0,2019,6,18,5,15,53,19,3,35
9709,8.0,35.4,27.0,30.8,50.6,31.2,41.5,27.9,85.26,27.7,139.6,999.3,55.7,3.6,0.51,8.0,2019,6,18,4,52,7,18,23,1
9710,9.0,38.0,28.0,32.1,38.9,30.4,33.5,18.7,47.65,22.3,278.5,1000.1,60.9,3.5,0.51,9.0,2019,6,18,5,12,35,19,2,10
9711,10.0,32.0,26.8,29.0,42.0,30.2,35.3,25.9,83.79,30.8,216.4,1004.7,58.5,2.9,0.51,10.0,2019,6,18,6,1,41,19,17,46
9712,11.0,35.0,22.0,27.8,35.1,22.0,28.6,19.3,62.34,23.2,253.9,1000.5,54.4,3.5,0.51,11.0,2019,6,18,5,23,17,19,21,7
9713,12.0,40.0,27.0,33.9,43.5,30.1,37.6,21.5,52.59,18.4,250.2,998.0,35.4,4.3,0.51,12.0,2019,6,18,4,58,31,18,42,29
9714,13.0,32.1,24.9,27.6,34.9,24.9,28.7,20.8,67.8,14.8,264.3,1004.6,61.1,7.0,0.51,13.0,2019,6,18,5,58,28,19,12,49
9715,14.0,30.7,27.7,29.0,40.6,32.5,36.1,26.4,85.73,18.4,217.5,1003.2,86.2,3.8,0.51,14.0,2019,6,18,5,57,8,19,22,17
9716,2.0,31.1,24.0,27.3,34.6,24.0,29.0,22.0,73.97,37.1,261.8,1000.8,57.2,5.3,0.53,2.0,2019,6,19,5,34,42,19,8,36
9717,3.0,41.0,30.0,33.5,45.1,33.4,39.4,23.5,57.78,25.9,200.8,1002.0,44.7,6.2,0.53,3.0,2019,6,19,5,43,17,18,37,0
